"sex","age","state","undocu","edyrs","income"
"Male",51,"New York","Yes",8,66.776
"Male",57,"California","No",6,101.281
"Female",50,"California","No",6,77.867
"Male",42,"Texas","Yes",4,44.385
"Female",49,"Other","No",12,78.302
"Male",47,"California","No",7,75.933
"Female",48,"Other","No",11,74.118
"Female",45,"California","No",8,79.366
"Male",59,"Other","No",12,83.047
"Male",31,"California","No",9,75.653
"Female",53,"New York","No",13,101.636
"Female",51,"Other","No",12,83.233
"Male",54,"Other","No",11,82.783
"Male",54,"Texas","No",13,88.616
"Female",46,"Other","Yes",7,53.043
"Female",59,"Florida","No",12,90.566
"Male",60,"Illinois","No",10,80.543
"Female",43,"Other","No",13,79.531
"Female",50,"Other","No",13,85.841
"Female",49,"California","Yes",5,59.771
"Female",56,"Other","No",11,77.087
"Male",53,"Florida","No",12,85.494
"Male",43,"Florida","No",9,85.91
"Male",65,"Texas","Yes",6,51.734
"Male",43,"Other","Yes",5,39.556
"Female",46,"Other","Yes",5,45.377
"Male",50,"California","No",9,83.872
"Female",52,"California","No",10,92.421
"Male",47,"Other","No",13,85.42
"Male",72,"Florida","Yes",8,58.963
"Male",54,"Other","No",10,71.859
"Female",62,"Other","Yes",4,42.009
"Male",53,"Other","No",10,68.561
"Male",52,"Florida","No",10,79.444
"Male",48,"Other","No",12,82.913
"Female",72,"California","No",10,86.307
"Male",62,"Other","No",11,73.418
"Male",42,"Other","No",10,67.548
"Male",35,"Texas","No",14,82.571
"Female",52,"Texas","No",10,74.104
"Male",57,"California","No",5,76.124
"Male",53,"Other","No",11,84.862
"Male",63,"Illinois","No",8,80.605
"Female",55,"Other","No",12,77.613
"Male",67,"Other","No",11,73.213
"Female",51,"California","No",4,74.895
"Female",58,"Other","Yes",6,45.636
"Male",40,"Other","No",8,69.268
"Female",64,"Florida","No",12,85.748
"Female",47,"California","No",5,71.783
"Female",50,"Other","Yes",7,46.476
"Male",32,"Texas","No",10,66.655
"Female",41,"Texas","No",10,74.95
"Female",45,"Other","No",12,76.012
"Male",66,"California","No",6,75.036
"Female",50,"Other","No",9,65.088
"Male",46,"California","No",4,69.366
"Male",53,"California","Yes",2,54.9
"Male",43,"California","No",7,74.842
"Female",50,"Other","No",13,82.76
"Male",48,"Florida","Yes",8,55.899
"Female",48,"California","No",7,79.705
"Female",52,"New York","Yes",8,78.622
"Female",71,"New York","Yes",6,68.846
"Female",35,"Florida","Yes",6,48.513
"Male",64,"Other","Yes",8,52.422
"Male",68,"Other","Yes",8,47.407
"Male",64,"Other","No",10,72.032
"Female",44,"Other","No",12,93.632
"Female",48,"California","No",8,88.685
"Female",45,"Illinois","No",11,81.511
"Female",63,"Other","Yes",3,40.503
"Female",59,"New York","No",10,92.717
"Male",69,"Other","No",9,78.208
"Male",65,"Texas","No",8,66.965
"Female",48,"New York","No",10,93.234
"Female",52,"California","No",9,83.681
"Male",48,"California","No",8,92.233
"Female",55,"California","No",8,81.076
"Male",60,"New York","No",11,106.29
"Male",59,"Florida","No",11,88.291
"Female",75,"Other","No",12,75.178
"Female",58,"Other","No",8,63.908
"Male",51,"Other","Yes",8,47.912
"Female",70,"Illinois","No",12,86.103
"Male",45,"New York","No",10,94.374
"Female",51,"California","Yes",2,63.535
"Male",51,"Florida","Yes",6,57.136
"Male",48,"Florida","Yes",7,58.635
"Female",51,"New York","No",12,99.354
"Female",62,"Other","No",9,67.886
"Female",55,"Texas","No",11,78.186
"Male",47,"Other","No",12,81.422
"Male",43,"Florida","No",12,90.894
"Male",50,"Florida","No",11,79.932
"Male",39,"Other","No",13,77.851
"Male",35,"California","Yes",4,52.93
"Female",53,"Other","Yes",10,61.082
"Male",48,"Other","No",12,75.992
"Male",79,"Other","Yes",9,48.712
"Male",51,"Other","Yes",4,39.041
"Male",56,"California","No",13,101.391
"Female",54,"Other","No",12,81.023
"Female",56,"Other","No",13,82.771
"Male",48,"Other","Yes",5,40.395
"Male",46,"Other","No",12,75.742
"Male",53,"Florida","No",10,78.032
"Male",56,"Texas","Yes",5,49.012
"Female",47,"Other","Yes",9,52.26
"Female",53,"New York","Yes",6,64.124
"Male",53,"Florida","No",15,96.449
"Female",64,"Other","No",11,73.533
"Male",63,"California","No",11,91.09
"Female",52,"New York","No",9,91.604
"Male",56,"Texas","No",10,82.696
"Male",56,"New York","Yes",4,66.586
"Female",31,"Other","No",10,60.668
"Male",55,"Texas","No",6,60.65
"Male",50,"Texas","No",7,64.052
"Male",50,"California","Yes",3,55.599
"Male",55,"Other","No",11,73.571
"Male",51,"Other","No",10,83.632
"Male",52,"Florida","No",14,92.47
"Female",32,"Other","No",13,74.919
"Male",62,"California","No",6,75.869
"Female",37,"New York","No",12,93.552
"Male",44,"Florida","No",13,86.391
"Male",35,"Other","No",13,75.237
"Female",33,"Florida","Yes",9,52.765
"Female",60,"Other","Yes",6,48.426
"Male",58,"Other","No",11,73.979
"Female",46,"Other","No",10,68.876
"Male",57,"California","No",11,93.55
"Female",59,"Other","No",11,72.592
"Male",45,"Other","No",11,74.308
"Female",55,"Other","No",11,77.243
"Female",72,"Other","No",11,71.546
"Female",59,"California","No",10,94.563
"Male",46,"Other","No",11,73.13
"Female",38,"Illinois","Yes",8,70.236
"Male",47,"California","No",7,88.051
"Female",51,"Texas","No",9,74.261
"Female",38,"Other","No",13,74.682
"Male",60,"Texas","No",13,85.108
"Female",42,"Texas","No",11,82.984
"Male",56,"California","No",7,77.286
"Female",51,"New York","Yes",8,65.472
"Male",60,"Other","No",10,71.726
"Female",47,"California","No",5,68.882
"Male",64,"California","Yes",1,69.743
"Male",70,"Other","Yes",5,43.078
"Male",45,"New York","No",11,96.308
"Male",58,"Illinois","Yes",6,53.714
"Male",45,"California","No",11,91.338
"Female",58,"New York","No",13,98.445
"Male",66,"California","Yes",1,57.112
"Male",51,"Florida","No",14,94.144
"Female",70,"Florida","No",12,85.764
"Female",46,"Illinois","No",9,73.569
"Female",41,"Texas","Yes",9,67.512
"Male",39,"Florida","No",12,81.763
"Male",44,"Texas","Yes",6,51.294
"Male",42,"California","Yes",5,72.336
"Female",55,"California","No",5,76.156
"Male",54,"California","Yes",3,64.068
"Female",70,"Other","Yes",4,77.853
"Male",69,"Other","No",10,71.602
"Male",46,"California","Yes",5,60.326
"Male",50,"Other","No",11,73.41
"Female",55,"Other","No",6,56.778
"Male",40,"Florida","No",12,82.55
"Female",57,"Florida","No",15,109.7
"Male",38,"New York","No",14,107.95
"Female",61,"Texas","No",10,74.438
"Male",57,"New York","No",11,92.529
"Male",53,"Other","No",10,71.71
"Female",51,"Texas","No",10,74.651
"Female",48,"Other","No",12,75.086
"Male",52,"Other","No",13,83.448
"Female",43,"Other","No",9,65.562
"Female",31,"California","No",6,66.837
"Male",48,"California","No",12,94.904
"Female",68,"New York","No",9,87.606
"Male",51,"Other","No",9,67.937
"Male",55,"Other","No",10,83.749
"Male",54,"Other","No",14,84.712
"Male",60,"Florida","Yes",9,60.725
"Male",49,"Other","Yes",6,47.422
"Female",61,"Texas","Yes",10,61.234
"Male",58,"California","No",9,84.014
"Male",64,"Texas","Yes",8,54.238
"Male",47,"Florida","No",13,88.208
"Female",59,"California","Yes",3,59.907
"Male",40,"Florida","Yes",8,51.622
"Female",58,"California","No",7,82.001
"Female",49,"California","No",9,90.272
"Female",44,"California","No",8,78.775
"Female",58,"Other","No",10,70.162
"Male",53,"Other","Yes",6,52.375
"Male",63,"California","No",7,83.266
"Female",51,"Texas","No",11,78.195
"Male",50,"California","No",9,84.3
"Male",60,"Other","No",8,72.716
"Male",44,"Other","No",7,56.741
"Male",56,"California","Yes",3,56.02
"Female",66,"Other","No",13,92.988
"Male",62,"New York","Yes",6,62.395
"Male",54,"Florida","No",11,80.392
"Male",59,"Other","No",11,76.317
"Male",60,"Florida","Yes",7,56.241
"Female",53,"Texas","No",10,75.439
"Female",58,"California","No",7,82.85
"Female",44,"Other","No",13,83.638
"Female",40,"New York","Yes",7,64.55
"Male",40,"Other","No",12,75.36
"Female",38,"Other","No",11,73.217
"Male",59,"Other","No",8,69.733
"Male",43,"Other","Yes",9,48.205
"Male",56,"Texas","No",10,75.587
"Female",49,"Other","No",10,76.744
"Male",51,"Other","No",9,69.068
"Female",49,"Texas","No",10,78.059
"Female",60,"Other","No",10,71.709
"Female",35,"Florida","Yes",3,44.244
"Female",60,"California","No",7,78.904
"Male",37,"Other","No",12,72.875
"Female",52,"Texas","No",9,72.414
"Female",57,"Other","No",9,70.395
"Female",32,"California","No",8,78.818
"Male",55,"Illinois","No",12,90.741
"Male",39,"Texas","No",12,76.897
"Female",71,"Other","No",10,68.309
"Male",57,"Illinois","No",13,91.854
"Female",47,"Other","No",9,68.185
"Female",36,"Other","No",10,66.086
"Male",58,"Other","Yes",7,49.142
"Male",36,"New York","Yes",6,60.984
"Male",63,"Other","Yes",5,41.731
"Female",53,"Illinois","No",11,85.564
"Female",51,"Florida","No",13,86.765
"Female",57,"Other","Yes",8,47.831
"Male",60,"Other","No",16,90.296
"Female",44,"New York","Yes",4,61.89
"Male",55,"California","Yes",3,59.283
"Female",52,"Other","No",14,85.566
"Female",46,"Florida","No",8,78.26
"Male",59,"Texas","No",10,76.991
"Male",55,"New York","Yes",11,71.96
"Female",56,"Other","No",9,66.864
"Female",60,"California","No",9,88.96
"Female",63,"New York","Yes",8,70.225
"Male",73,"Other","Yes",3,43.476
"Male",49,"Texas","No",13,84.156
"Female",66,"California","No",10,94.247
"Male",49,"Florida","No",11,80.189
"Female",47,"Texas","No",9,71.542
"Male",63,"New York","Yes",8,67.197
"Female",67,"California","Yes",5,60.275
"Male",65,"Illinois","Yes",10,90.119
"Male",68,"Florida","No",12,89.718
"Female",66,"Texas","No",8,67.267
"Male",45,"Other","No",9,63.297
"Female",64,"Florida","No",12,82.819
"Male",49,"Other","Yes",10,64.027
"Female",53,"Other","No",10,70.768
"Male",53,"Other","No",8,67.744
"Female",60,"Other","No",11,81.305
"Male",56,"Florida","No",12,86.34
"Female",58,"Other","No",9,67.289
"Male",53,"Florida","No",8,69.766
"Female",42,"New York","No",10,83.81
"Male",66,"Texas","Yes",9,60.034
"Male",49,"Other","Yes",4,40.068
"Male",48,"California","No",8,81.778
"Female",46,"California","No",6,75.397
"Female",51,"Texas","No",11,88.656
"Male",45,"Other","No",10,66.217
"Male",52,"Other","Yes",10,53.822
"Female",62,"Texas","No",13,98.797
"Male",54,"Texas","No",10,78.973
"Male",45,"Other","No",12,98.383
"Male",37,"Other","Yes",8,56.461
"Female",55,"California","No",7,78.326
"Female",48,"California","No",7,79.118
"Male",65,"Other","No",12,79.564
"Female",39,"Texas","Yes",6,46.52
"Male",54,"Other","Yes",6,49.324
"Male",42,"New York","No",12,90.778
"Female",54,"Other","No",10,73.938
"Male",47,"Other","No",12,76.004
"Female",59,"California","No",6,80.973
"Male",50,"California","Yes",5,60.995
"Female",61,"Florida","No",10,78.149
"Female",48,"Florida","No",10,79.154
"Male",43,"New York","Yes",7,61.815
"Male",48,"Other","No",9,66.805
"Female",56,"Other","No",13,82.839
"Female",52,"Texas","No",9,70.201
"Male",57,"California","Yes",5,62.278
"Male",65,"Texas","Yes",7,60.705
"Female",48,"Other","Yes",10,50.664
"Female",46,"Florida","No",11,79.949
"Female",31,"New York","No",12,90.121
"Female",60,"Florida","Yes",10,61.326
"Female",65,"New York","No",11,96.855
"Male",46,"Other","No",14,82.199
"Male",46,"Florida","No",11,88.866
"Female",63,"Other","No",12,80.189
"Female",55,"Other","No",12,87.458
"Male",51,"Florida","No",11,85.236
"Female",52,"California","No",8,79.543
"Female",58,"California","No",9,85.327
"Male",52,"Other","No",12,78.326
"Female",51,"Other","No",13,81.747
"Male",52,"California","No",9,90.465
"Male",46,"California","No",9,83.872
"Female",43,"California","No",9,85.155
"Male",59,"Other","No",13,81.012
"Male",58,"Illinois","No",10,82.619
"Female",61,"Other","No",11,72.179
"Male",57,"Other","No",8,65.841
"Male",63,"Other","Yes",8,50.556
"Male",48,"Other","No",12,95.145
"Male",63,"Illinois","No",13,92.111
"Male",63,"New York","Yes",6,62.985
"Male",49,"New York","No",11,89.593
"Male",60,"Other","No",10,77.533
"Female",58,"California","No",7,76.355
"Male",49,"California","No",6,72.997
"Female",42,"Texas","No",11,75.886
"Male",43,"Texas","No",12,92.331
"Female",57,"Other","No",9,68.198
"Male",66,"Other","No",10,74.494
"Female",50,"Other","No",9,69.583
"Female",55,"California","No",8,81.145
"Male",55,"Other","No",15,95.135
"Female",39,"Texas","No",11,75.722
"Female",40,"Other","No",10,76.722
"Female",45,"Other","Yes",8,59.383
"Male",54,"California","Yes",4,60.487
"Female",48,"Florida","No",7,66.598
"Female",68,"Illinois","Yes",9,65.764
"Female",55,"Other","No",10,90.88
"Female",48,"Other","No",7,61.361
"Male",55,"California","No",6,77.037
"Female",57,"Other","No",14,84.071
"Male",58,"Other","No",11,75.324
"Male",55,"Florida","Yes",10,65.181
"Female",47,"Other","No",10,69.175
"Female",50,"Other","No",13,80.092
"Female",64,"Other","No",10,76.449
"Male",47,"Texas","No",9,70.438
"Female",64,"Texas","Yes",6,51.304
"Male",33,"Other","No",11,68.157
"Female",53,"Other","No",11,79.073
"Female",57,"Other","No",13,87.832
"Male",53,"California","No",7,78.488
"Male",32,"Other","No",9,61.555
"Male",48,"New York","Yes",6,65.725
"Female",73,"Other","Yes",10,51.656
"Male",46,"California","No",5,69.156
"Male",50,"Other","No",12,85.676
"Female",42,"Other","No",12,76.004
"Female",42,"Other","No",9,62.129
"Male",61,"New York","Yes",5,63.473
"Male",53,"Other","No",9,81.7
"Female",66,"Texas","No",9,71.712
"Male",43,"Other","No",9,67.435
"Female",62,"California","No",8,82.722
"Female",62,"New York","Yes",7,63.863
"Female",47,"Texas","No",10,73.819
"Male",58,"California","No",7,81.136
"Female",55,"Other","No",13,86.829
"Female",61,"Florida","No",11,88.074
"Male",54,"Florida","No",7,71.668
"Female",54,"Other","No",13,80.923
"Female",35,"Other","No",10,68.128
"Male",41,"Other","Yes",4,46.252
"Female",48,"Illinois","No",12,92.534
"Male",50,"Florida","Yes",4,55.445
"Female",56,"Texas","Yes",9,58.549
"Female",36,"Florida","Yes",6,49.975
"Male",65,"Other","No",13,84.289
"Female",68,"California","No",10,88.685
"Male",64,"California","Yes",7,64.927
"Male",70,"Florida","Yes",6,53.075
"Male",40,"New York","Yes",7,65.133
"Male",45,"New York","No",7,74.664
"Male",50,"Other","Yes",8,46.984
"Female",56,"Other","No",13,80.774
"Male",51,"Florida","Yes",5,50.848
"Female",58,"New York","Yes",12,81.593
"Female",53,"New York","No",12,93.132
"Female",48,"Florida","No",11,83.612
"Female",65,"Other","No",12,76.124
"Female",48,"New York","Yes",6,64.768
"Female",52,"Other","Yes",9,51.413
"Male",52,"Other","Yes",8,51.168
"Female",40,"Other","Yes",10,49.101
"Male",48,"Other","No",12,78.38
"Female",65,"Other","No",11,73.146
"Male",61,"Other","No",10,72.983
"Male",54,"California","No",7,83.144
"Male",37,"California","No",5,69.804
"Male",51,"Florida","Yes",7,53.853
"Male",56,"Florida","No",11,80.081
"Female",41,"Other","Yes",7,50.236
"Female",49,"Other","No",13,80.224
"Female",65,"Other","Yes",8,50.436
"Male",61,"California","Yes",5,67.501
"Female",49,"New York","Yes",5,59.522
"Male",35,"California","No",4,75.484
"Male",37,"New York","No",9,99.076
"Male",45,"Texas","No",14,92.042
"Male",58,"California","No",7,87.364
"Female",51,"Texas","No",10,78.639
"Female",67,"New York","No",13,97.098
"Male",57,"Other","No",11,72.812
"Female",43,"Other","No",12,76.987
"Female",53,"Other","No",10,85.045
"Male",37,"Texas","Yes",6,45.941
"Female",55,"California","No",6,79.306
"Male",40,"Florida","Yes",7,54.574
"Male",40,"Other","No",10,67.937
"Female",68,"Other","No",13,83.47
"Female",35,"California","No",8,84.64
"Male",43,"New York","Yes",6,64.203
"Male",39,"Other","No",11,73.399
"Female",65,"Other","Yes",9,52.086
"Female",40,"Other","Yes",6,46.21
"Male",56,"Illinois","No",16,102.472
"Male",36,"Other","No",14,83.755
"Male",45,"California","No",7,80.58
"Female",59,"California","Yes",3,57.528
"Male",57,"New York","Yes",7,65.75
"Male",61,"Other","No",10,73.007
"Male",74,"California","Yes",4,73.102
"Male",57,"California","No",11,99.907
"Female",45,"Florida","No",11,80.203
"Male",68,"Texas","No",11,78.118
"Female",41,"Florida","No",12,86.584
"Male",52,"Texas","No",12,85.007
"Male",56,"Other","No",12,76.285
"Male",59,"Texas","Yes",4,45.979
"Male",64,"Florida","Yes",7,55.772
"Female",73,"Illinois","No",11,87.102
"Female",41,"California","No",6,70.307
"Male",53,"Other","No",10,70.016
"Male",68,"California","No",8,80.973
"Female",55,"Other","No",13,81.661
"Female",71,"Other","No",13,81.015
"Male",41,"Other","No",12,72.133
"Male",55,"Texas","Yes",2,44.227
"Male",69,"Other","Yes",8,52.976
"Male",42,"Other","Yes",5,44.68
"Male",68,"California","No",9,86.231
"Male",42,"Florida","No",10,78.139
"Male",59,"Other","No",14,86.439
"Male",39,"Other","No",11,68.259
"Male",41,"Florida","No",8,67.843
"Male",64,"Other","No",12,79.692
"Male",51,"Other","Yes",6,48.126
"Female",59,"Texas","Yes",8,53.261
"Female",63,"Florida","Yes",5,64.042
"Female",58,"California","No",10,88.722
"Male",57,"California","Yes",3,58.244
"Female",50,"Other","No",13,84.314
"Female",63,"Other","No",10,76.33
"Female",48,"Other","Yes",4,40.785
"Male",50,"Other","No",11,72.277
"Male",55,"Illinois","No",10,84.09
"Female",54,"Other","Yes",8,49.796
"Male",63,"Other","No",10,82.966
"Male",48,"California","No",8,79.036
"Female",53,"Texas","No",10,74.592
"Female",47,"Other","No",8,64.542
"Female",34,"Florida","No",9,68.211
"Male",45,"New York","No",15,102.388
"Female",43,"Florida","No",10,76.749
"Female",49,"Florida","No",11,80.807
"Male",46,"Other","No",10,76.07
